id,dataset,model,depth,hidden,eps,dropout,wd,relu,seed,test_acc
PubMed_L1_H64_epsna_d0.25_wd0_relu0_s1,PubMed,h2gcn,1,64,na,0.25,0,False,1,0.8829
PubMed_L1_H64_epsna_d0.25_wd0_relu0_s2,PubMed,h2gcn,1,64,na,0.25,0,False,2,0.8966
PubMed_L1_H64_epsna_d0.25_wd1e-05_relu1_s0,PubMed,h2gcn,1,64,na,0.25,1e-05,True,0,0.9022
PubMed_L1_H64_epsna_d0.25_wd1e-05_relu1_s1,PubMed,h2gcn,1,64,na,0.25,1e-05,True,1,0.9032
PubMed_L1_H64_epsna_d0.25_wd1e-05_relu1_s2,PubMed,h2gcn,1,64,na,0.25,1e-05,True,2,0.8951
PubMed_L1_H64_epsna_d0.25_wd1e-05_relu0_s0,PubMed,h2gcn,1,64,na,0.25,1e-05,False,0,0.8890
PubMed_L1_H64_epsna_d0.25_wd1e-05_relu0_s1,PubMed,h2gcn,1,64,na,0.25,1e-05,False,1,0.8971
PubMed_L1_H64_epsna_d0.25_wd1e-05_relu0_s2,PubMed,h2gcn,1,64,na,0.25,1e-05,False,2,0.8865
PubMed_L1_H64_epsna_d0.25_wd0.0005_relu1_s0,PubMed,h2gcn,1,64,na,0.25,0.0005,True,0,0.8981
PubMed_L1_H64_epsna_d0.25_wd0.0005_relu1_s1,PubMed,h2gcn,1,64,na,0.25,0.0005,True,1,0.8991
PubMed_L1_H64_epsna_d0.25_wd0.0005_relu1_s2,PubMed,h2gcn,1,64,na,0.25,0.0005,True,2,0.8966
PubMed_L1_H64_epsna_d0.25_wd0.0005_relu0_s0,PubMed,h2gcn,1,64,na,0.25,0.0005,False,0,0.8966
PubMed_L1_H64_epsna_d0.25_wd0.0005_relu0_s1,PubMed,h2gcn,1,64,na,0.25,0.0005,False,1,0.8824
PubMed_L1_H64_epsna_d0.25_wd0.0005_relu0_s2,PubMed,h2gcn,1,64,na,0.25,0.0005,False,2,0.8966
PubMed_L1_H64_epsna_d0.5_wd0_relu1_s0,PubMed,h2gcn,1,64,na,0.5,0,True,0,0.8946
PubMed_L1_H64_epsna_d0.5_wd0_relu1_s1,PubMed,h2gcn,1,64,na,0.5,0,True,1,0.8915
PubMed_L1_H64_epsna_d0.5_wd0_relu1_s2,PubMed,h2gcn,1,64,na,0.5,0,True,2,0.8910
PubMed_L1_H64_epsna_d0.5_wd0_relu0_s0,PubMed,h2gcn,1,64,na,0.5,0,False,0,0.8789
PubMed_L1_H64_epsna_d0.5_wd0_relu0_s1,PubMed,h2gcn,1,64,na,0.5,0,False,1,0.8839
PubMed_L1_H64_epsna_d0.5_wd0_relu0_s2,PubMed,h2gcn,1,64,na,0.5,0,False,2,0.8809
PubMed_L1_H64_epsna_d0.5_wd1e-05_relu1_s0,PubMed,h2gcn,1,64,na,0.5,1e-05,True,0,0.8996
PubMed_L1_H64_epsna_d0.5_wd1e-05_relu1_s1,PubMed,h2gcn,1,64,na,0.5,1e-05,True,1,0.8925
PubMed_L1_H64_epsna_d0.5_wd1e-05_relu1_s2,PubMed,h2gcn,1,64,na,0.5,1e-05,True,2,0.8905
PubMed_L1_H64_epsna_d0.5_wd1e-05_relu0_s0,PubMed,h2gcn,1,64,na,0.5,1e-05,False,0,0.8809
PubMed_L1_H64_epsna_d0.5_wd1e-05_relu0_s1,PubMed,h2gcn,1,64,na,0.5,1e-05,False,1,0.8855
PubMed_L1_H64_epsna_d0.5_wd1e-05_relu0_s2,PubMed,h2gcn,1,64,na,0.5,1e-05,False,2,0.8976
PubMed_L1_H64_epsna_d0.5_wd0.0005_relu1_s0,PubMed,h2gcn,1,64,na,0.5,0.0005,True,0,0.8991
PubMed_L1_H64_epsna_d0.5_wd0.0005_relu1_s1,PubMed,h2gcn,1,64,na,0.5,0.0005,True,1,0.8981
PubMed_L1_H64_epsna_d0.5_wd0.0005_relu1_s2,PubMed,h2gcn,1,64,na,0.5,0.0005,True,2,0.8966
PubMed_L1_H64_epsna_d0.5_wd0.0005_relu0_s0,PubMed,h2gcn,1,64,na,0.5,0.0005,False,0,0.8976
PubMed_L1_H64_epsna_d0.5_wd0.0005_relu0_s1,PubMed,h2gcn,1,64,na,0.5,0.0005,False,1,0.8971
PubMed_L1_H64_epsna_d0.5_wd0.0005_relu0_s2,PubMed,h2gcn,1,64,na,0.5,0.0005,False,2,0.8966
PubMed_L2_H64_epsna_d0.0_wd0_relu1_s0,PubMed,h2gcn,2,64,na,0.0,0,True,0,0.9007
PubMed_L2_H64_epsna_d0.0_wd0_relu1_s1,PubMed,h2gcn,2,64,na,0.0,0,True,1,0.8966
PubMed_L2_H64_epsna_d0.0_wd0_relu1_s2,PubMed,h2gcn,2,64,na,0.0,0,True,2,0.8976
PubMed_L2_H64_epsna_d0.0_wd0_relu0_s0,PubMed,h2gcn,2,64,na,0.0,0,False,0,0.8941
PubMed_L2_H64_epsna_d0.0_wd0_relu0_s1,PubMed,h2gcn,2,64,na,0.0,0,False,1,0.8951
PubMed_L2_H64_epsna_d0.0_wd0_relu0_s2,PubMed,h2gcn,2,64,na,0.0,0,False,2,0.8936
PubMed_L2_H64_epsna_d0.0_wd1e-05_relu1_s0,PubMed,h2gcn,2,64,na,0.0,1e-05,True,0,0.9037
PubMed_L2_H64_epsna_d0.0_wd1e-05_relu1_s1,PubMed,h2gcn,2,64,na,0.0,1e-05,True,1,0.8976
PubMed_L2_H64_epsna_d0.0_wd1e-05_relu1_s2,PubMed,h2gcn,2,64,na,0.0,1e-05,True,2,0.8991
PubMed_L2_H64_epsna_d0.0_wd1e-05_relu0_s0,PubMed,h2gcn,2,64,na,0.0,1e-05,False,0,0.8951
PubMed_L2_H64_epsna_d0.0_wd1e-05_relu0_s1,PubMed,h2gcn,2,64,na,0.0,1e-05,False,1,0.8941
PubMed_L2_H64_epsna_d0.0_wd1e-05_relu0_s2,PubMed,h2gcn,2,64,na,0.0,1e-05,False,2,0.8966
PubMed_L2_H64_epsna_d0.0_wd0.0005_relu1_s0,PubMed,h2gcn,2,64,na,0.0,0.0005,True,0,0.9007
PubMed_L2_H64_epsna_d0.0_wd0.0005_relu1_s1,PubMed,h2gcn,2,64,na,0.0,0.0005,True,1,0.9052
PubMed_L2_H64_epsna_d0.0_wd0.0005_relu1_s2,PubMed,h2gcn,2,64,na,0.0,0.0005,True,2,0.9052
PubMed_L2_H64_epsna_d0.0_wd0.0005_relu0_s0,PubMed,h2gcn,2,64,na,0.0,0.0005,False,0,0.8996
PubMed_L2_H64_epsna_d0.0_wd0.0005_relu0_s1,PubMed,h2gcn,2,64,na,0.0,0.0005,False,1,0.9012
PubMed_L2_H64_epsna_d0.0_wd0.0005_relu0_s2,PubMed,h2gcn,2,64,na,0.0,0.0005,False,2,0.9012
PubMed_L2_H64_epsna_d0.25_wd0_relu1_s0,PubMed,h2gcn,2,64,na,0.25,0,True,0,0.9002
PubMed_L2_H64_epsna_d0.25_wd0_relu1_s1,PubMed,h2gcn,2,64,na,0.25,0,True,1,0.9007
PubMed_L2_H64_epsna_d0.25_wd0_relu1_s2,PubMed,h2gcn,2,64,na,0.25,0,True,2,0.8991
PubMed_L2_H64_epsna_d0.25_wd0_relu0_s0,PubMed,h2gcn,2,64,na,0.25,0,False,0,0.8936
PubMed_L2_H64_epsna_d0.25_wd0_relu0_s1,PubMed,h2gcn,2,64,na,0.25,0,False,1,0.8951
PubMed_L2_H64_epsna_d0.25_wd0_relu0_s2,PubMed,h2gcn,2,64,na,0.25,0,False,2,0.8981
PubMed_L2_H64_epsna_d0.25_wd1e-05_relu1_s0,PubMed,h2gcn,2,64,na,0.25,1e-05,True,0,0.8961
PubMed_L2_H64_epsna_d0.25_wd1e-05_relu1_s1,PubMed,h2gcn,2,64,na,0.25,1e-05,True,1,0.9027
PubMed_L2_H64_epsna_d0.25_wd1e-05_relu1_s2,PubMed,h2gcn,2,64,na,0.25,1e-05,True,2,0.9017
PubMed_L2_H64_epsna_d0.25_wd1e-05_relu0_s0,PubMed,h2gcn,2,64,na,0.25,1e-05,False,0,0.8961
PubMed_L2_H64_epsna_d0.25_wd1e-05_relu0_s1,PubMed,h2gcn,2,64,na,0.25,1e-05,False,1,0.8946
PubMed_L2_H64_epsna_d0.25_wd1e-05_relu0_s2,PubMed,h2gcn,2,64,na,0.25,1e-05,False,2,0.8976
PubMed_L2_H64_epsna_d0.25_wd0.0005_relu1_s0,PubMed,h2gcn,2,64,na,0.25,0.0005,True,0,0.9047
PubMed_L2_H64_epsna_d0.25_wd0.0005_relu1_s1,PubMed,h2gcn,2,64,na,0.25,0.0005,True,1,0.9032
PubMed_L2_H64_epsna_d0.25_wd0.0005_relu1_s2,PubMed,h2gcn,2,64,na,0.25,0.0005,True,2,0.8996
PubMed_L2_H64_epsna_d0.25_wd0.0005_relu0_s0,PubMed,h2gcn,2,64,na,0.25,0.0005,False,0,0.9037
PubMed_L2_H64_epsna_d0.25_wd0.0005_relu0_s1,PubMed,h2gcn,2,64,na,0.25,0.0005,False,1,0.9002
PubMed_L2_H64_epsna_d0.25_wd0.0005_relu0_s2,PubMed,h2gcn,2,64,na,0.25,0.0005,False,2,0.9002
PubMed_L2_H64_epsna_d0.5_wd0_relu1_s0,PubMed,h2gcn,2,64,na,0.5,0,True,0,0.9002
PubMed_L2_H64_epsna_d0.5_wd0_relu1_s1,PubMed,h2gcn,2,64,na,0.5,0,True,1,0.9017
PubMed_L2_H64_epsna_d0.5_wd0_relu1_s2,PubMed,h2gcn,2,64,na,0.5,0,True,2,0.9022
PubMed_L2_H64_epsna_d0.5_wd0_relu0_s0,PubMed,h2gcn,2,64,na,0.5,0,False,0,0.8951
PubMed_L2_H64_epsna_d0.5_wd0_relu0_s1,PubMed,h2gcn,2,64,na,0.5,0,False,1,0.8961
PubMed_L2_H64_epsna_d0.5_wd0_relu0_s2,PubMed,h2gcn,2,64,na,0.5,0,False,2,0.8961
PubMed_L2_H64_epsna_d0.5_wd1e-05_relu1_s0,PubMed,h2gcn,2,64,na,0.5,1e-05,True,0,0.9022
PubMed_L2_H64_epsna_d0.5_wd1e-05_relu1_s1,PubMed,h2gcn,2,64,na,0.5,1e-05,True,1,0.9022
PubMed_L2_H64_epsna_d0.5_wd1e-05_relu1_s2,PubMed,h2gcn,2,64,na,0.5,1e-05,True,2,0.9067
PubMed_L2_H64_epsna_d0.5_wd1e-05_relu0_s0,PubMed,h2gcn,2,64,na,0.5,1e-05,False,0,0.8961
PubMed_L2_H64_epsna_d0.5_wd1e-05_relu0_s1,PubMed,h2gcn,2,64,na,0.5,1e-05,False,1,0.8961
PubMed_L2_H64_epsna_d0.5_wd1e-05_relu0_s2,PubMed,h2gcn,2,64,na,0.5,1e-05,False,2,0.8961
